,classifier,precision,accuracy,recall,f1,aucurve,prcurve
0,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
1,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
2,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.10683890577507599,0.7594333333333333,0.3441018110621635,0.16305230198306853,0.566943061341791,"(array([ 0.0681    ,  0.10683891,  1.        ]), array([ 1.        ,  0.34410181,  0.        ]), array([0, 1]))"
3,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.14656895403064624,0.8965333333333333,0.10768477728830152,0.12415349887133184,0.5309322051480676,"(array([ 0.0681    ,  0.14656895,  1.        ]), array([ 1.        ,  0.10768478,  0.        ]), array([0, 1]))"
4,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
5,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
6,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.10687138948008514,0.7595,0.3441018110621635,0.16309012875536483,0.5669788305588028,"(array([ 0.0681    ,  0.10687139,  1.        ]), array([ 1.        ,  0.34410181,  0.        ]), array([0, 1]))"
7,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')",0.14656895403064624,0.8965333333333333,0.10768477728830152,0.12415349887133184,0.5309322051480676,"(array([ 0.0681    ,  0.14656895,  1.        ]), array([ 1.        ,  0.10768478,  0.        ]), array([0, 1]))"
8,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.09133420149165385,0.47163333333333335,0.7552618697993148,0.16296139832074777,0.6030843097252825,"(array([ 0.0681   ,  0.0913342,  1.       ]), array([ 1.        ,  0.75526187,  0.        ]), array([0, 1]))"
9,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.444299674267101,0.9262,0.3338228095937347,0.3812185578535495,0.6516558337413177,"(array([ 0.0681    ,  0.44429967,  1.        ]), array([ 1.        ,  0.33382281,  0.        ]), array([0, 1]))"
10,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.33098139833226425,0.9143333333333333,0.2525697503671072,0.2865074958356469,0.6076312285118792,"(array([ 0.0681   ,  0.3309814,  1.       ]), array([ 1.        ,  0.25256975,  0.        ]), array([0, 1]))"
11,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.42675967025998734,0.9242,0.32941752325012236,0.37182320441988953,0.6485410755357097,"(array([ 0.0681    ,  0.42675967,  1.        ]), array([ 1.        ,  0.32941752,  0.        ]), array([0, 1]))"
12,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4176085663295657,0.9226666666666666,0.3436123348017621,0.37701396348012894,0.6542971356735855,"(array([ 0.0681    ,  0.41760857,  1.        ]), array([ 1.        ,  0.34361233,  0.        ]), array([0, 1]))"
13,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.45579078455790784,0.9271666666666667,0.35829662261380324,0.4012058098109071,0.6635171634727277,"(array([ 0.0681    ,  0.45579078,  1.        ]), array([ 1.        ,  0.35829662,  0.        ]), array([0, 1]))"
14,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.33098139833226425,0.9143333333333333,0.2525697503671072,0.2865074958356469,0.6076312285118792,"(array([ 0.0681   ,  0.3309814,  1.       ]), array([ 1.        ,  0.25256975,  0.        ]), array([0, 1]))"
15,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4176085663295657,0.9226666666666666,0.3436123348017621,0.37701396348012894,0.6542971356735855,"(array([ 0.0681    ,  0.41760857,  1.        ]), array([ 1.        ,  0.34361233,  0.        ]), array([0, 1]))"
16,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4420529801324503,0.9249,0.3920704845814978,0.4155642023346303,0.677953903091264,"(array([ 0.0681    ,  0.44205298,  1.        ]), array([ 1.        ,  0.39207048,  0.        ]), array([0, 1]))"
17,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4763491005996003,0.9295333333333333,0.3499755261869799,0.4034988713318284,0.660930460807837,"(array([ 0.0681   ,  0.4763491,  1.       ]), array([ 1.        ,  0.34997553,  0.        ]), array([0, 1]))"
18,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4463383838383838,0.9262333333333334,0.34605971610376896,0.3898538737248415,0.6573450563921929,"(array([ 0.0681    ,  0.44633838,  1.        ]), array([ 1.        ,  0.34605972,  0.        ]), array([0, 1]))"
19,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.480346435709527,0.9299333333333333,0.35291238374938816,0.40688487584650107,0.6625061972400766,"(array([ 0.0681    ,  0.48034644,  1.        ]), array([ 1.        ,  0.35291238,  0.        ]), array([0, 1]))"
20,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.3991144845034788,0.9212666666666667,0.3088595203132648,0.34823399558498896,0.6374393820760087,"(array([ 0.0681    ,  0.39911448,  1.        ]), array([ 1.        ,  0.30885952,  0.        ]), array([0, 1]))"
21,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4770153231179214,0.9296,0.3504650024473813,0.4040632054176072,0.6611930835465435,"(array([ 0.0681    ,  0.47701532,  1.        ]), array([ 1.      ,  0.350465,  0.      ]), array([0, 1]))"
22,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4008438818565401,0.9209333333333334,0.3255017131669114,0.35926526202052944,0.6449735557285714,"(array([ 0.0681    ,  0.40084388,  1.        ]), array([ 1.        ,  0.32550171,  0.        ]), array([0, 1]))"
23,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=5,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4763491005996003,0.9295333333333333,0.3499755261869799,0.4034988713318284,0.660930460807837,"(array([ 0.0681   ,  0.4763491,  1.       ]), array([ 1.        ,  0.34997553,  0.        ]), array([0, 1]))"
24,"LogisticRegression(C=0.0001, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)",0.11725516322451698,0.8936,0.08614782183064121,0.09932279909706547,0.5193768046449769,"(array([ 0.0681    ,  0.11725516,  1.        ]), array([ 1.        ,  0.08614782,  0.        ]), array([0, 1]))"
25,"LogisticRegression(C=0.0001, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)",0.13657561625582945,0.8955333333333333,0.10034263338228096,0.11568848758465011,0.5269928640674684,"(array([ 0.0681    ,  0.13657562,  1.        ]), array([ 1.        ,  0.10034263,  0.        ]), array([0, 1]))"
26,"LogisticRegression(C=0.0001, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)",0.1245836109260493,0.8943333333333333,0.09153206069505629,0.10553047404063207,0.5222656547707495,"(array([ 0.0681    ,  0.12458361,  1.        ]), array([ 1.        ,  0.09153206,  0.        ]), array([0, 1]))"
27,"LogisticRegression(C=0.0001, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)",0.145236508994004,0.8964,0.10670582476749878,0.12302483069977428,0.5304069596706543,"(array([ 0.0681    ,  0.14523651,  1.        ]), array([ 1.        ,  0.10670582,  0.        ]), array([0, 1]))"
28,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.0704614663855704,0.32066666666666666,0.7361722956436613,0.12861296391311786,0.5132376304558758,"(array([ 0.0681    ,  0.07046147,  1.        ]), array([ 1.       ,  0.7361723,  0.       ]), array([0, 1]))"
29,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.10413110276544896,0.7,0.447870778267254,0.16897506925207756,0.5831477509750262,"(array([ 0.0681   ,  0.1041311,  1.       ]), array([ 1.        ,  0.44787078,  0.        ]), array([0, 1]))"
30,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
31,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.25463467829880043,0.9019,0.22858541360744003,0.24090791849368065,0.5898444469761277,"(array([ 0.0681    ,  0.25463468,  1.        ]), array([ 1.        ,  0.22858541,  0.        ]), array([0, 1]))"
32,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.0681,0.0681,1.0,0.12751615017320475,0.5,"(array([ 0.0681,  1.    ]), array([ 1.,  0.]), array([1]))"
33,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.09278412507516537,0.4804333333333333,0.7552618697993148,0.1652653563969368,0.6078058463708452,"(array([ 0.0681    ,  0.09278413,  1.        ]), array([ 1.        ,  0.75526187,  0.        ]), array([0, 1]))"
34,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.0951837480027391,0.8136666666666666,0.20411160058737152,0.12982565379825653,0.5311612121762197,"(array([ 0.0681    ,  0.09518375,  1.        ]), array([ 1.       ,  0.2041116,  0.       ]), array([0, 1]))"
35,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.10522588868432234,0.7460666666666667,0.3636808614782183,0.1632249560632689,0.5688454741987079,"(array([ 0.0681    ,  0.10522589,  1.        ]), array([ 1.        ,  0.36368086,  0.        ]), array([0, 1]))"
36,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.06855711965349215,0.0819,0.9916789035731767,0.12824814052856465,0.5035477180526398,"(array([ 0.0681    ,  0.06855712,  1.        ]), array([ 1.       ,  0.9916789,  0.       ]), array([0, 1]))"
37,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=5,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.40945406125166445,0.9228333333333333,0.3010279001468429,0.3469675599435825,0.6346503023286705,"(array([ 0.0681    ,  0.40945406,  1.        ]), array([ 1.       ,  0.3010279,  0.       ]), array([0, 1]))"
